City,All Offense Types,Crimes Against Person,Murder and Nonnegligent Manslaughter,Negligent Manslaughter,Justifiable Homicide,Kidnapping/Abduction,All Rape,Rape,Sodomy,Sexual Assault With An Object,Criminal Sexual Contact,Incest,Statutory Rape,Aggravated Assault,Simple Assault,Intimidation,"Human Trafficking, Commercial Sex Acts","Human Trafficking, Involuntary Servitude",Crimes Against Property,Arson,Bribery,Burglary/Breaking & Entering,Counterfeiting/Forgery,Destruction/Damage/Vandalism of Property,Embezzlement,Extortion/Blackmail,False Pretenses/Swindle/Confidence Game,Credit Card/Automatic Teller Fraud,Impersonation,Welfare Fraud,Wire Fraud,Identity Theft,Hacking/Computer Invasion,Robbery,Pocket-picking,Purse-snatching,Shoplifting,Theft From Building,Theft From Coin Operated Machine or Device,Theft From Motor Vehicle,Theft of Motor Vehicle Parts/Accessories,All Other Larceny,Motor Vehicle Theft,Stolen Property Offenses,Crimes Against Society,Drug/Narcotic Violations,Drug Equipment Violations,Betting/Wagering,Operating/Promoting/Assisting Gambling,Gambling Equipment Violations,Sports Tampering,Pornography/Obscene Material,Prostitution,Assisting or Promoting Prostitution,Purchasing Prostitution,Weapon Law Violations,Animal Cruelty,Missing,Unnamed: 59,Year
West Boylston,63,18,,,,1.0,2.0,2.0,,,2.0,,,7,4,2,,,44,,,3,1.0,5,,2.0,4,,6.0,,,2.0,,,,,8,3,,,,10,,,1,,,,,,,,,,,,1.0,,,2024
West Brookfield,31,7,,,,,1.0,1.0,,,,,,4,2,,,,24,,,5,1.0,6,6.0,,1,,2.0,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,2024
Westborough,642,225,,,,2.0,16.0,10.0,6.0,,3.0,,2.0,33,133,36,,,390,1.0,,24,12.0,75,,3.0,44,7.0,39.0,,4.0,2.0,1.0,2.0,1.0,1.0,28,16,,16,7.0,80,18,9.0,27,15,1.0,,,,,5.0,,,,6.0,,,,2024
Westminster,156,41,,,,,6.0,3.0,1.0,2.0,2.0,1.0,5.0,8,15,4,,,94,,,4,4.0,16,,,6,,14.0,,,,,,,,2,3,,,,38,3,4.0,21,8,,,,,,5.0,,,,8.0,,,,2024
Winchendon,324,132,,,,2.0,3.0,3.0,,,12.0,,3.0,22,69,21,,,162,1.0,,16,,53,1.0,1.0,17,,22.0,,,,,,,,4,1,,3,1.0,25,11,6.0,30,20,,,,,,4.0,,,,6.0,,,,2024
Worcester,"3,364","1,191",15.0,1.0,,21.0,10.0,9.0,1.0,,9.0,,3.0,328,622,181,,1.0,"2,027",2.0,,155,34.0,425,8.0,14.0,136,110.0,12.0,44.0,68.0,100.0,13.0,66.0,2.0,1.0,243,126,,157,68.0,113,117,13.0,146,110,,,,,,2.0,4.0,,,29.0,1.0,,,2024
Worcester Polytechnic In,51,6,,,,,,,,,,,,2,3,1,,,44,1.0,,2,,14,,1.0,2,1.0,2.0,,,,,2.0,,,,4,,,,14,1,,1,,,,,,,,,,,1.0,,,,2024
Worcester State,46,12,,,,,,,,,,,,,6,6,,,25,,,3,,9,,,1,,,,,,,,,,,8,,,,4,,,9,6,2.0,,,,,,,,,1.0,,,,2024
Worcester State Police,247,54,,,,,,,,,,,,12,41,1,,,12,,,,,6,,,,,,,,1.0,,,,,3,,,,,1,1,,181,145,1.0,,,,,2.0,,,,33.0,,,,2024
Worcester State Police Holden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Worcester State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Worcester State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
MSCPA Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Suffolk University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
Jurisdiction by Geography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Barnstable,"1,722",631,,,,3.0,29.0,20.0,7.0,2.0,33.0,,,174,309,83,,,881,1.0,,65,30.0,186,11.0,11.0,19,35,3.0,,86.0,49,1.0,8.0,1.0,1.0,134,54,,39,15.0,91,31,10.0,210,155,,,,,,13.0,,,2.0,37.0,3.0,,,2023
Barnstable State Police,31,6,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,22,,,,,,,,,,3.0,,,,2023
Barnstable State Police Middleboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Bourne,772,299,,,,2.0,13.0,12.0,,1.0,15.0,,2.0,40,171,56,,,435,2.0,,47,14.0,98,1.0,6.0,49,9,65.0,,,3,,,2.0,1.0,16,12,,4,,87,14,5.0,38,22,,,1.0,,,7.0,,,,7.0,1.0,,,2023
Brewster,107,29,,,,,2.0,2.0,,,1.0,,3.0,12,5,6,,,71,,,6,2.0,11,,,9,,5.0,,1.0,,,,,,1,5,,2,,26,2,1.0,7,2,,,,,,2.0,,,,3.0,,,,2023
Cape Cod Community College,4,,,,,,,,,,,,,,,,,,4,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2023
Chatham,103,21,,,,,1.0,1.0,,,,,,5,11,4,,,80,,,6,3.0,20,,,10,1,7.0,,,,,,,,5,4,,1,,23,,,2,,,,,,,1.0,,,,1.0,,,,2023
Dennis,469,160,,,,,5.0,4.0,1.0,,4.0,,7.0,34,97,13,,,263,2.0,,40,8.0,59,1.0,2.0,18,5,13.0,,1.0,,,1.0,,,7,14,,9,1.0,73,7,2.0,46,35,,,,,,2.0,,,,9.0,,,,2023
Eastham,108,34,,,,1.0,5.0,5.0,,,4.0,,,8,12,4,,,66,1.0,,4,1.0,16,,,8,2,13.0,,,,,,,,1,1,,1,,17,,1.0,8,7,,,,,,1.0,,,,,,,,2023
Falmouth,"1,116",433,,,,13.0,12.0,11.0,1.0,,7.0,1.0,,76,253,71,,,625,3.0,,76,16.0,174,2.0,7.0,66,3,79.0,,,,,9.0,,2.0,12,37,,,,116,15,8.0,58,31,,,,,,11.0,1.0,,,15.0,,,,2023
Harwich,252,86,,,,,5.0,5.0,,,1.0,2.0,2.0,9,58,9,,,153,1.0,,17,1.0,24,,1.0,14,3,16.0,,,,,,,,6,9,,,,56,5,,13,4,,,,,,3.0,,,,6.0,,,,2023
Mashpee,328,98,,,,,8.0,6.0,2.0,,1.0,,4.0,15,42,28,,,203,,1.0,9,7.0,61,1.0,,31,,20.0,,,1,,1.0,,,18,5,,1,,44,1,2.0,27,21,1.0,,,,,2.0,1.0,,,2.0,,,,2023
MBTA - Barnstable County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Orleans,168,36,,,,,2.0,2.0,,,,,,3,25,6,,,124,,,8,2.0,29,1.0,,10,2,4.0,,5.0,8,,1.0,,,8,8,,,1.0,29,4,4.0,8,7,,,,,,1.0,,,,,,,,2023
Provincetown,164,45,,,,4.0,3.0,2.0,1.0,,1.0,,1.0,14,16,6,,,111,,,6,4.0,37,,,5,4,4.0,,1.0,,,,,,11,7,,3,,23,3,3.0,8,5,,,,,,1.0,,,,2.0,,,,2023
Sandwich,429,135,,,,,4.0,3.0,1.0,,2.0,1.0,11.0,19,74,23,1.0,,272,,,14,12.0,56,,,19,2,73.0,,,,,1.0,,,9,8,,6,1.0,66,3,2.0,22,9,,,,,,3.0,1.0,,,9.0,,,,2023
Truro,40,12,,,,,2.0,2.0,,,,,,2,6,2,,,27,,,4,,6,,,3,,2.0,,,,,1.0,,,,2,,,,8,1,,1,1,,,,,,,,,,,,,,2023
Wellfleet,48,16,,,,,3.0,3.0,,,,,,5,5,3,,,31,,,3,1.0,16,,,1,,,,,,,,,,,2,,2,,6,,,1,1,,,,,,,,,,,,,,2023
Yarmouth,889,308,,,,4.0,16.0,16.0,,,7.0,,10.0,60,153,56,1.0,1.0,504,1.0,,40,18.0,114,,2.0,52,9,40.0,,,2,,5.0,4.0,,25,16,,22,,141,10,3.0,77,56,,,1.0,,,4.0,,,,16.0,,,,2023
Adams,272,79,,,,1.0,4.0,2.0,2.0,,4.0,,1.0,14,50,5,,,169,,,23,4.0,40,1.0,,13,1,4.0,,,,,,,,12,8,,17,,37,5,4.0,24,20,,,,,,1.0,,,,3.0,,,,2023
Alford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Becket,15,6,,,,,,,,,,,,2,4,,,,7,,,1,,1,,,,,1.0,,,,,,,,,2,,,,2,,,2,1,,,,,,,,,,1.0,,,,2023
Berkshire State Police,152,37,,1.0,,,,,,,,,,2,34,,,,17,,,4,,3,,,,2,,,,1,,,,,1,,,,,3,2,1.0,98,88,,,,,,2.0,,,,8.0,,,,2023
Berkshire State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Berkshire State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Cheshire,26,6,,,,,,,,,,,,1,3,2,,,12,,,,,4,1.0,,1,,1.0,,,,,,,,,4,,,,,1,,8,4,3.0,,,,,,,,,1.0,,,,2023
Clarksburg,11,3,,,,,,,,,,,,3,,,,,7,,,2,,2,,,1,,,,,,,,,,,,,,,1,,1.0,1,1,,,,,,,,,,,,,,2023
Dalton,126,45,,,,,5.0,3.0,2.0,,,,1.0,7,21,11,,,79,,,5,2.0,21,,,7,3,20.0,,,1,,1.0,,,2,3,,1,,7,5,1.0,2,1,,,,,,,,,,1.0,,,,2023
Egremont,27,11,,,,,,,,,,,1.0,1,3,6,,,15,,,,,6,,,3,,,,1.0,,,,,,,1,,1,,3,,,1,,,,,,,,,,,1.0,,,,2023
Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Great Barrington,167,51,,,,1.0,10.0,9.0,1.0,,2.0,,1.0,7,25,5,,,106,2.0,,9,4.0,41,1.0,,8,1,2.0,,,,,2.0,,,9,2,,4,,14,4,3.0,10,4,,,,,,4.0,,,,2.0,,,,2023
Hancock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Hinsdale,7,6,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1.0,,,,,,,,2023
Lanesboro,75,24,,,,,,,,,,,,1,9,14,,,49,,,4,1.0,7,,,3,1,1.0,,,5,,,,,18,1,,1,1.0,1,5,,2,1,,,,,,,,,,1.0,,,,2023
Lee,186,58,,,,,2.0,2.0,,,2.0,,2.0,18,25,9,,,123,,,8,4.0,20,1.0,,7,1,13.0,,,1,,1.0,,,24,8,,4,,25,5,1.0,5,1,,,,,,2.0,1.0,,,1.0,,,,2023
Lenox,137,21,,,,,2.0,2.0,,,2.0,,,5,10,2,,,112,,,12,2.0,15,,,9,,6.0,,,,,1.0,,,34,2,,4,,25,1,1.0,4,3,,,,,,,,,,1.0,,,,2023
MA College of Liberal Arts,14,2,,,,,,,,,,,,1,1,,,,12,,,,,4,,1.0,1,,,,,,,,,,,3,,2,,1,,,,,,,,,,,,,,,,,,2023
MBTA - Berkshire County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Monterey,8,3,,,,,1.0,1.0,,,,,,,2,,,,4,,,,,,,,,,,,,1,,,,,,1,,1,,1,,,1,,,,,,,,,,,,1.0,,,2023
Mount Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
New Ashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
New Marlboro,13,,,,,,,,,,,,,,,,,,9,,,2,,3,,,2,,,,,,,,,,,,,,,1,1,,4,2,,,,,,,,,,2.0,,,,2023
North Adams,949,346,,,,,8.0,5.0,3.0,,,,,122,170,46,,,524,5.0,,55,7.0,126,,2.0,19,5,18.0,,2.0,,,7.0,1.0,,127,22,,19,4.0,88,8,9.0,79,56,1.0,,,,,8.0,,,,14.0,,,,2023
Otis,32,12,,,,,1.0,1.0,,,,,,3,6,2,,,20,,,5,,3,,,1,,2.0,,,,,,,,,,,6,,3,,,,,,,,,,,,,,,,,,2023
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Pittsfield,"1,728",485,,,,5.0,37.0,30.0,7.0,,5.0,4.0,16.0,222,130,64,,2.0,"1,108",5.0,,187,24.0,321,4.0,2.0,55,6,72.0,,3.0,2,,22.0,,1.0,101,15,,57,11.0,139,61,20.0,135,90,,,,,,8.0,,,,37.0,,,,2023
Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Sandisfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Savoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Sheffield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Stockbridge,53,13,,,,,,,,,,,,3,6,4,,,39,,,2,3.0,9,,,1,,3.0,,,,,,,,1,5,,5,1.0,8,1,,1,1,,,,,,,,,,,,,,2023
Tyringham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
West Stockbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Williamstown,152,30,,,,,2.0,2.0,,,,,,4,15,9,,,109,,,10,2.0,22,,,3,,,,1.0,,,4.0,,,7,11,,2,,38,7,2.0,13,5,,,,,,2.0,,,,6.0,,,,2023
Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Acushnet,198,54,,,,,3.0,1.0,2.0,,,,1.0,19,22,9,,,137,,,4,3.0,21,3.0,1.0,19,2,31.0,,,3,,1.0,,,1,5,,14,,23,3,3.0,7,4,,,,,,2.0,,,,1.0,,,,2023
Attleboro,"1,840",532,,,,5.0,8.0,3.0,3.0,2.0,8.0,1.0,6.0,91,350,63,,,"1,206",8.0,,67,31.0,232,7.0,25.0,139,30,1.0,1.0,30.0,133,6.0,19.0,4.0,1.0,115,66,,114,44.0,80,38,15.0,102,57,4.0,,,,,9.0,,,,28.0,4.0,,,2023
Berkley,90,23,,,,,1.0,1.0,,,1.0,,1.0,2,12,6,,,60,,1.0,4,3.0,7,1.0,,7,2,12.0,,1.0,1,,,,1.0,,3,,1,,9,2,5.0,7,2,,,,,,3.0,,,,2.0,,,,2023
Bristol Comm College,6,,,,,,,,,,,,,,,,,,6,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2023
Bristol State Police,202,43,,6.0,,,,,,,1.0,,,6,28,2,,,7,,,,3.0,2,,,,,,,,,,,,,,,,,,1,1,,152,132,,,,,,,,,,20.0,,,,2023
Bristol State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Bristol State Police Middleboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Dartmouth,"1,301",415,,,,2.0,7.0,5.0,1.0,1.0,6.0,,3.0,71,225,101,,,833,3.0,,32,7.0,147,7.0,5.0,45,18,1.0,,23.0,132,1.0,6.0,,2.0,179,32,,60,17.0,68,21,27.0,53,37,,,,,,3.0,2.0,,,10.0,1.0,,,2023
Dighton,131,50,,,,,4.0,4.0,,,1.0,,5.0,18,14,8,,,65,1.0,,3,2.0,15,,1.0,8,,14.0,,,,,,,,1,5,,,2.0,7,4,2.0,16,9,,,,,,2.0,,,,5.0,,,,2023
Easton,654,132,,,,,10.0,7.0,3.0,,6.0,1.0,5.0,31,62,17,,,492,2.0,,21,9.0,65,2.0,1.0,50,4,24.0,,,92,,2.0,1.0,,21,12,,33,,106,40,7.0,30,16,,,,,,7.0,,,,5.0,2.0,,,2023
Fairhaven,494,214,,,,1.0,11.0,11.0,,,,,5.0,42,88,66,1.0,,249,2.0,,8,7.0,48,,3.0,17,3,31.0,,1.0,2,,1.0,,,19,9,,18,3.0,60,12,5.0,31,19,,,,,,1.0,,,,11.0,,,,2023
Fall River,"5,316","2,421",4.0,,,27.0,61.0,58.0,3.0,,72.0,,3.0,712,"1,344",194,4.0,,"2,512",16.0,,217,39.0,594,3.0,8.0,106,51,13.0,,,122,,82.0,,,148,76,,265,101.0,440,187,44.0,383,177,,,,,,44.0,,,,154.0,8.0,,,2023
Freetown,268,104,1.0,,,1.0,3.0,3.0,,,2.0,1.0,8.0,24,46,17,,1.0,147,2.0,,12,3.0,40,,,14,,27.0,,,,,1.0,,,1,1,,9,1.0,26,6,4.0,17,8,,,,,,,,,,9.0,,,,2023
Mansfield,660,159,1.0,,,1.0,10.0,4.0,6.0,,,,,33,89,25,,,481,1.0,,15,9.0,76,,10.0,48,9,22.0,4.0,,79,1.0,4.0,,1.0,57,20,,29,4.0,66,17,9.0,20,9,1.0,,,,,1.0,,,,8.0,1.0,,,2023
MBTA - Bristol County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
New Bedford,"6,491","2,614",4.0,,,21.0,56.0,37.0,19.0,,40.0,,2.0,352,"1,681",458,,,"3,272",6.0,1.0,252,43.0,920,54.0,14.0,228,20,191.0,,2.0,6,1.0,99.0,,3.0,109,175,,294,109.0,356,342,47.0,605,371,,,1.0,,,27.0,6.0,,,145.0,55.0,,,2023
North Attleborough,703,122,,,,1.0,1.0,1.0,,,,,,43,73,4,,,581,,,24,2.0,48,,1.0,89,5,,16.0,8.0,6,,,,,159,1,,57,1.0,149,15,,,,,,,,,,,,,,,,,2023
Norton,110,50,,,,,3.0,3.0,,,2.0,,3.0,17,21,4,,,47,1.0,,5,1.0,16,,,3,2,,,,1,,1.0,1.0,,2,2,,,,7,3,2.0,13,10,,,,,,,,,,3.0,,,,2023
Raynham,340,89,1.0,,,1.0,7.0,4.0,3.0,,1.0,,2.0,28,41,8,,,230,1.0,,11,10.0,18,,,30,4,6.0,,,1,,,1.0,,66,5,,7,,45,16,9.0,21,16,,,,,,,,,,5.0,,,,2023
Rehoboth,201,38,1.0,,,,1.0,1.0,,,,,1.0,6,14,15,,,148,,,10,7.0,29,,2.0,15,,47.0,,,,,,,,1,5,,3,1.0,18,6,4.0,15,7,,,,,,2.0,,,,6.0,,,,2023
Seekonk,670,110,,,,,5.0,3.0,2.0,,3.0,,1.0,32,50,18,1.0,,514,,,21,17.0,62,1.0,1.0,45,9,53.0,,,5,,5.0,,2.0,123,6,,17,7.0,104,25,11.0,46,35,,,,,,1.0,,2.0,,8.0,,,,2023
Somerset,550,165,,,,2.0,5.0,5.0,,,14.0,,10.0,23,54,56,,1.0,365,1.0,,16,13.0,51,1.0,1.0,42,2,71.0,,,,,1.0,1.0,,69,4,,7,,63,13,9.0,20,12,,,,,,2.0,1.0,,,5.0,,,,2023
Stonehill College,38,7,,,,,1.0,1.0,,,1.0,,,2,3,,,,28,,,,,20,,1.0,,1,,,,,,,,,,,,,,6,,,3,1,,,,,,,,,,2.0,,,,2023
Swansea,369,138,,,,1.0,5.0,2.0,2.0,1.0,1.0,2.0,4.0,20,73,32,,,213,,,14,6.0,41,1.0,2.0,22,1,17.0,,,,,,,,26,15,,4,3.0,46,11,4.0,18,8,,,,,,4.0,,,,6.0,,,,2023
Taunton,"1,713",592,1.0,,,3.0,17.0,11.0,6.0,,1.0,,7.0,276,238,49,,,"1,044",5.0,,57,11.0,236,,2.0,59,13,127.0,,,,,16.0,4.0,1.0,103,42,,57,35.0,208,61,7.0,77,49,,,,,,1.0,,,,24.0,3.0,,,2023
U-Mass Dartmouth,97,18,,1.0,,,5.0,5.0,,,2.0,,,3,4,3,,,79,2.0,,3,1.0,29,,1.0,6,1,2.0,,,,,,,,,5,,3,,24,1,1.0,,,,,,,,,,,,,,,,2023
Uncategorized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Westport,316,87,,,,1.0,3.0,3.0,,,,,3.0,18,47,15,,,211,,,9,10.0,34,2.0,,25,2,50.0,,,,,,,1.0,6,7,,8,1.0,38,14,4.0,18,10,,,,,,3.0,,,,5.0,,,,2023
Wheaton College,11,,,,,,,,,,,,,,,,,,11,,,4,,5,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,2023
Aquinnah,3,,,,,,,,,,,,,,,,,,3,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2023
Chilmark,12,5,,,,1.0,,,,,,,,1,1,2,,,6,,,1,,2,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1.0,,,,2023
Dukes State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Dukes State Police Middleboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Edgartown,127,31,,,,,2.0,2.0,,,,,,5,16,8,,,89,,,6,5.0,20,,,11,1,,,,,,,1.0,,16,2,,,,27,,,7,1,,,,,,2.0,,,,4.0,,,,2023
Gosnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
MBTA - Dukes County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Oak Bluffs,177,60,,,,,4.0,4.0,,,,,1.0,13,31,11,,,105,,,9,5.0,39,1.0,,7,1,,,,,,1.0,1.0,,11,3,,,,25,2,,12,8,,,,,,2.0,,,,2.0,,,,2023
Tisbury,189,78,,,,,3.0,3.0,,,,,1.0,29,43,2,,,102,1.0,1.0,12,4.0,26,,,15,,,,,,,1.0,1.0,,8,5,,,,25,3,,9,5,,,,,,1.0,,,,3.0,,,,2023
West Tisbury,47,10,,,,,,,,,,,,5,3,2,,,33,,,3,3.0,5,,,11,,,,,,,,,,1,2,,,,8,,,4,2,,,,,,,,,,2.0,,,,2023
Amesbury,512,167,,,,,6.0,5.0,1.0,,1.0,,5.0,20,90,45,,,320,3.0,,11,10.0,116,,5.0,19,1,33.0,,2.0,1,,2.0,3.0,1.0,3,24,,5,1.0,63,13,4.0,25,16,,,,,,4.0,,,,5.0,,,,2023
Andover,529,124,2.0,,,,5.0,4.0,1.0,,2.0,,1.0,9,80,25,,,378,,,18,8.0,81,,3.0,38,3,46.0,,,13,,,,1.0,10,21,,32,13.0,79,7,5.0,27,14,,,,,,5.0,,,,7.0,1.0,,,2023
Beverly,605,148,,,,,7.0,7.0,,,7.0,,2.0,48,74,10,,,443,,,12,,78,,3.0,21,28,2.0,,27.0,49,2.0,1.0,,3.0,14,16,,39,14.0,110,24,,14,9,2.0,,,,,,,,,2.0,1.0,,,2023
Boxford,92,13,,,,,,,,,,,,,3,10,,,79,,,4,4.0,6,,,14,6,,14.0,10.0,10,,,,,,1,,7,,3,,,,,,,,,,,,,,,,,,2023
Danvers,663,158,,,,,2.0,2.0,,,,,,33,102,21,,,479,2.0,,19,17.0,61,,4.0,24,7,51.0,,7.0,,,2.0,3.0,,152,8,,11,5.0,80,18,8.0,26,19,1.0,,,,,1.0,1.0,,,3.0,1.0,,,2023
Endicott College,15,6,,,,,2.0,2.0,,,1.0,,,1,2,,,,9,,,,,,,,,,,,,2,,,,,,6,,,,1,,,,,,,,,,,,,,,,,,2023
Essex,59,20,,,,2.0,,,,,1.0,,,6,8,3,,,36,,,4,1.0,7,,,11,,8.0,,,,,,,,,,,,,4,1,,3,1,,,,,,,,,,2.0,,,,2023
Essex State Police,190,21,,,,,,,,,,,,5,15,1,,,14,,,,4.0,2,,,1,,,,,,,,,,,,,,,1,5,1.0,155,118,,,,,,,,,,37.0,,,,2023
Essex State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023
Georgetown,132,33,,,,1.0,3.0,3.0,,,1.0,,,3,16,9,,,92,,,4,,25,1.0,1.0,15,1,8.0,,1.0,13,,,,,1,,,3,1.0,15,2,1.0,7,2,,,,,,1.0,,,,4.0,,,,2023
Gloucester,730,312,,,,2.0,11.0,11.0,,,6.0,,1.0,65,181,46,,,339,3.0,1.0,22,4.0,91,,1.0,35,4,35.0,,,,,1.0,2.0,1.0,29,20,,7,2.0,65,11,5.0,79,62,1.0,,2.0,,,4.0,1.0,,,9.0,,,,2023
Gordon College,24,2,,,,,1.0,1.0,,,1.0,,,,,,,,22,,,,,3,,,,,,,,,,,,,,6,,1,,12,,,,,,,,,,,,,,,,,,2023
Groveland,9,3,,,,,,,,,,,,,3,,,,5,1.0,,,,1,,,,,1.0,,1.0,,,,,,,,,,,,1,,1,,,,,,,,,,,1.0,,,,2023
Hamilton,90,27,,,,,2.0,2.0,,,,,1.0,5,6,12,1.0,,58,,,,,6,,,7,2,20.0,3.0,,,,,,,1,1,,2,,15,1,,5,,,,,,,3.0,,,,2.0,,,,2023
Haverhill,"2,763","1,375",,,,8.0,8.0,8.0,,,,,1.0,327,736,295,,,"1,152",3.0,1.0,67,28.0,281,,31.0,138,53,4.0,,,,,11.0,11.0,,60,16,,96,2.0,314,36,,236,162,,,,,,16.0,,,,58.0,,,,2023
Ipswich,164,32,,,,,,,,,,,,9,16,7,,,125,,,3,5.0,26,,,17,2,27.0,,,2,,,1.0,,3,6,,4,,28,,1.0,7,4,,,,,,,,,,3.0,,,,2023
Lawrence,"3,159","1,294",7.0,,,24.0,22.0,22.0,,,29.0,,4.0,351,757,100,,,"1,578",2.0,1.0,103,52.0,336,,1.0,57,30,,,,25,,48.0,5.0,4.0,60,43,,362,125.0,156,101,67.0,287,148,2.0,,,,,6.0,3.0,2.0,,126.0,,,,2023
Lynn,"3,552","1,560",4.0,,,11.0,29.0,29.0,,,42.0,,6.0,398,973,97,,,"1,742",2.0,,157,32.0,335,,4.0,130,113,8.0,,,,,55.0,23.0,,146,50,,62,13.0,434,178,,250,135,,,,,,7.0,12.0,12.0,,84.0,,,,2023
Lynnfield,223,53,,,,,1.0,1.0,,,,,,19,23,10,,,167,,,7,3.0,26,,,10,6,31.0,,,,,,,3.0,11,3,,,1.0,59,7,,3,1,,,,,,1.0,,,,1.0,,,,2023
